FY,Month (abbv),Component,Region,Land Filter,Branch,Drug Type,Count of Event,Sum Qty (lbs)
2021,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,3,1.37
2021,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,3,0.51
2021,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,2.23
2021,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,3,2.87
2021,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Heroin,1,1.1
2021,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,3,308.64
2021,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,0.13
2021,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Methamphetamine,2,1.87
2021,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,2,4.56
2021,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,3,7.06
2021,SEP,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,3,38.59
2021,SEP,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,5.69
2021,SEP,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,2,0.03
2021,SEP,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,0.19
2021,SEP,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,2.21
2021,SEP,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,1,7.01
2021,SEP,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,0.02
2021,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,5,12.94
2021,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,2,27.89
2022,APR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,2011.92
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,11.02
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,2,0.28
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Fentanyl,1,0.05
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,2,2.04
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,2,4.45
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,37.92
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Fentanyl,1,109.57
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Heroin,1,79.37
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Methamphetamine,1,610.01
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,1886.7
2022,APR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,2,2202.77
2022,APR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Fentanyl,1,0.11
2022,APR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,630.52
2022,APR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,2,2160.51
2022,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,2,3774.28
2022,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,1,0.02
2022,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.01
2022,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,29.19
2022,APR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,0.03
2022,APR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,3,5.66
2022,APR,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Marijuana,5,64.33
2022,APR,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Methamphetamine,1,2.2
2022,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,3,10.43
2022,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,1,2.36
2022,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,2,0.23
2022,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,38.36
2022,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,5,97.01
2022,APR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.06
2022,APR,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,2,0.01
2022,APR,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,1,0.06
2022,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,4,172.72
2022,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,164.65
2022,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,33.07
2022,APR,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,2,6.720000000000001
2022,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,2,8.56
2022,APR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,2,1.28
2022,APR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Heroin,1,0.12
2022,APR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,1.85
2022,APR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,2,637.2299999999999
2022,APR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,1,2451.52
2022,APR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,17.03
2022,APR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,2,11.01
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,5,6638.93
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,7,84.05
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Fentanyl,1,0.19
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,18.25
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.05
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,25000.16
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,299.83
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,10187.45
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,1,530.14
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,1832.02
2022,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,2,11.22
2022,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,6,9.29
2022,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,1.87
2022,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,3,5.58
2022,AUG,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Marijuana,2,0.04
2022,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,33.29
2022,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,1,4.63
2022,AUG,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,6,0.4
2022,AUG,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,0.1
2022,AUG,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,0.04
2022,AUG,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,2.34
2022,AUG,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,4,25.26
2022,AUG,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,7.72
2022,AUG,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,1.28
2022,AUG,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,65.61
2022,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,1,38.58
2022,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,1,2.34
2022,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,2,19.4
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,1580.93
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,3,62.12
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,16,49.870000000000005
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,5,3.81
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,14,281.14
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,3,0.22
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,2,21.96
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,0.0
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,542.43
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,2,0.4
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,0.01
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,1,88.2
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,2,0.36
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,1,0.75
2022,DEC,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.17
2022,DEC,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,0.04
2022,DEC,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,6,10.3
2022,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,11.03
2022,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,16,48.72
2022,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,1.1
2022,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,2,33.77
2022,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,4,1.4300000000000002
2022,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,6,0.2799999999999999
2022,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,2,0.15
2022,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,1,0.01
2022,DEC,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,1,0.0
2022,DEC,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,10.36
2022,DEC,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,2.21
2022,DEC,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,1,0.0
2022,DEC,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Fentanyl,1,12.13
2022,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,6,2.5600000000000005
2022,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,0.06
2022,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,1.28
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,6,5089.54
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,4,0.29
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,2,37.16
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,3,28.520000000000003
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,4.88
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,3,0.06
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,3,10.11
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,3,1036.2700000000002
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Fentanyl,1,0.12
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Methamphetamine,1,1.06
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,4643.73
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,7249.049999999999
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,1,2.2
2022,FEB,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.07
2022,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,3.2
2022,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,15,34.37
2022,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,5,12.55
2022,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Marijuana,1,0.07
2022,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,7,66.36
2022,FEB,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,4,0.02
2022,FEB,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,3,0.0
2022,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,6,35.23
2022,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,3,2.25
2022,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,2,1.98
2022,FEB,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,4,1.73
2022,FEB,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,2,0.12
2022,FEB,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,2.25
2022,FEB,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,1,0.0
2022,FEB,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,37.58
2022,FEB,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,28.02
2022,FEB,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,2.25
2022,FEB,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,4,4899.52
2022,FEB,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,1,482.9
2022,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,0.01
2022,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,2,0.36
2022,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,2,5.33
2022,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,3,23.86
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,4,1336.52
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Fentanyl,1,63.95
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Heroin,1,112.46
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,1.1
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,2,1040.77
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,2,553.36
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,4,2.65
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Fentanyl,3,0.09
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Heroin,2,0.0699999999999999
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,4,0.75
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,7,0.26
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,0.4
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.16
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.01
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,1.41
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,220.5
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,5,6349.81
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,3962.39
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,5,5065.87
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,1,3914.67
2022,JAN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,0.51
2022,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,2.12
2022,JAN,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,3,0.0
2022,JAN,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,2,0.0
2022,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,4,14.37
2022,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,1,16.98
2022,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,4,67.94999999999999
2022,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,2,4.96
2022,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,6,167.77999999999997
2022,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,1,0.02
2022,JAN,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,0.0
2022,JAN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,3,147.38
2022,JAN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,2,708.3299999999999
2022,JAN,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,2,0.0
2022,JAN,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,9,21.49
2022,JAN,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,27.3
2022,JAN,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,0.99
2022,JAN,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,3,6476.09
2022,JAN,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,2,4064.92
2022,JAN,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,2,8.72
2022,JAN,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,1,2.43
2022,JAN,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,4,89.94
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,8.6
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Marijuana,1,12.79
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,4,76.31
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,2.03
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,2.4
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.3
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,3,8.860000000000001
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,2,1.45
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,1776.91
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,5,3520.75
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,2,311.68
2022,JUL,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,2142.87
2022,JUL,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,107,82.02
2022,JUL,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,4,4.5
2022,JUL,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,3,2.13
2022,JUL,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,1,0.13
2022,JUL,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,2,1.08
2022,JUL,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,1,0.0
2022,JUL,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,3,0.66
2022,JUL,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,12.5
2022,JUL,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,48.06
2022,JUL,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,1,25.0
2022,JUL,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,0.18
2022,JUL,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Heroin,2,12.38
2022,JUL,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,0.75
2022,JUL,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,1,1.0
2022,JUL,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,2,1.43
2022,JUL,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,1.04
2022,JUL,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,1,0.08
2022,JUL,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,3,16.67
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,4,2173.74
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,16.200000000000003
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,2,0.6499999999999999
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.11
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,3,1.48
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,16.53
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,5,4717.849999999999
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,3,4642.89
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,6089.11
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,1,559.0
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,1,0.07
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,1,1.65
2022,JUN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,3.28
2022,JUN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,4,3.24
2022,JUN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,0.06
2022,JUN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,28.28
2022,JUN,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,0.38
2022,JUN,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,0.18
2022,JUN,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,4,117.09
2022,JUN,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,3,0.13
2022,JUN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,8.6
2022,JUN,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Fentanyl,1,0.04
2022,JUN,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,2,1369.05
2022,JUN,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,3,55.400000000000006
2022,JUN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,0.58
2022,JUN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,4,217.38
2022,JUN,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,1,1.2
2022,JUN,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,1,2.29
